h,VAR(1),VAR(15)
1,0.8928304809361399,2.439143020085481
14,4.950012866531209,10.004138350703442
30,5.974246789138859,10.030775281751188
90,6.236649333689553,12.690348368931291
180,5.147842607164379,15.019538699218243
365,5.773986844170729,14.065616158570549
