h,VAR(1),VAR(15)
1,0.8928109454679991,2.4497516813079927
14,4.9550853866692846,10.024800616978572
30,5.984165571904562,10.35443609824202
90,6.269098987008175,13.46723974711839
180,5.18974318389112,16.611505954671905
365,5.6950103018931655,16.606108054870077
