tenor,80.0,90.0,95.0,97.5,100.0,102.5,105.0,110.0,120.0
1,31.4422,20.4818,15.7749,13.5518,11.1926,8.7991,8.668,12.3428,13.0078
2,26.5925,19.4415,16.0189,14.2065,12.2212,10.1965,8.6133,10.1679,11.635
3,26.1421,19.9456,16.8431,15.198,13.4466,11.6716,9.9704,9.5051,12.055
6,24.5899,19.8428,17.4437,16.2033,14.926,13.6648,12.4024,10.221,9.9604
12,23.3601,19.8113,17.9994,17.0753,16.1522,15.2126,14.2831,12.5551,10.1802
18,22.9254,19.9883,18.5193,17.7798,17.0278,16.2892,15.5546,14.1725,11.8507
24,22.6374,20.1359,18.9134,18.3122,17.681,17.0812,16.4947,15.3507,13.3202
