Dates,30DAY_IMPVOL_80%MNY_DF,30DAY_IMPVOL_90.0%MNY_DF,30DAY_IMPVOL_95.0%MNY_DF,30DAY_IMPVOL_97.5%MNY_DF,30DAY_IMPVOL_100.0%MNY_DF,30DAY_IMPVOL_102.5%MNY_DF,30DAY_IMPVOL_105.0%MNY_DF,30DAY_IMPVOL_110.0%MNY_DF,30DAY_IMPVOL_120%MNY_DF,60DAY_IMPVOL_80%MNY_DF,60DAY_IMPVOL_90.0%MNY_DF,60DAY_IMPVOL_95.0%MNY_DF,60DAY_IMPVOL_97.5%MNY_DF,60DAY_IMPVOL_100.0%MNY_DF,60DAY_IMPVOL_102.5%MNY_DF,60DAY_IMPVOL_105.0%MNY_DF,60DAY_IMPVOL_110.0%MNY_DF,60DAY_IMPVOL_120%MNY_DF,3MTH_IMPVOL_80%MNY_DF,3MTH_IMPVOL_90.0%MNY_DF,3MTH_IMPVOL_95.0%MNY_DF,3MTH_IMPVOL_97.5%MNY_DF,3MTH_IMPVOL_100.0%MNY_DF,3MTH_IMPVOL_102.5%MNY_DF,3MTH_IMPVOL_105.0%MNY_DF,3MTH_IMPVOL_110.0%MNY_DF,3MTH_IMPVOL_120%MNY_DF,6MTH_IMPVOL_80%MNY_DF,6MTH_IMPVOL_90.0%MNY_DF,6MTH_IMPVOL_95.0%MNY_DF,6MTH_IMPVOL_97.5%MNY_DF,6MTH_IMPVOL_100.0%MNY_DF,6MTH_IMPVOL_102.5%MNY_DF,6MTH_IMPVOL_105.0%MNY_DF,6MTH_IMPVOL_110.0%MNY_DF,6MTH_IMPVOL_120%MNY_DF,12MTH_IMPVOL_80%MNY_DF,12MTH_IMPVOL_90.0%MNY_DF,12MTH_IMPVOL_95.0%MNY_DF,12MTH_IMPVOL_97.5%MNY_DF,12MTH_IMPVOL_100.0%MNY_DF,12MTH_IMPVOL_102.5%MNY_DF,12MTH_IMPVOL_105.0%MNY_DF,12MTH_IMPVOL_110.0%MNY_DF,12MTH_IMPVOL_120%MNY_DF,18MTH_IMPVOL_80%MNY_DF,18MTH_IMPVOL_90.0%MNY_DF,18MTH_IMPVOL_95.0%MNY_DF,18MTH_IMPVOL_97.5%MNY_DF,18MTH_IMPVOL_100.0%MNY_DF,18MTH_IMPVOL_102.5%MNY_DF,18MTH_IMPVOL_105.0%MNY_DF,18MTH_IMPVOL_110.0%MNY_DF,18MTH_IMPVOL_120%MNY_DF,24MTH_IMPVOL_80%MNY_DF,24MTH_IMPVOL_90.0%MNY_DF,24MTH_IMPVOL_95.0%MNY_DF,24MTH_IMPVOL_97.5%MNY_DF,24MTH_IMPVOL_100.0%MNY_DF,24MTH_IMPVOL_102.5%MNY_DF,24MTH_IMPVOL_105.0%MNY_DF,24MTH_IMPVOL_110.0%MNY_DF,24MTH_IMPVOL_120%MNY_DF
3/20/2020,76.9054,67.5658,62.9278,60.5785,58.3169,56.0647,53.5263,48.3369,42.8277,72.0508,63.9344,59.8536,57.6512,55.6466,53.4008,51.338,46.5834,38.7511,66.1327,59.2079,55.6171,53.5673,51.7809,49.7254,47.8578,43.6301,35.98,54.333,48.9277,46.1694,44.6849,43.2987,41.8717,40.3568,37.2592,31.207,43.2286,39.3975,37.4594,36.4752,35.7884,34.8807,33.8557,31.7917,27.9065,37.6209,34.4299,32.8265,32.0249,31.6128,30.9621,30.1902,28.6842,25.975,34.5173,31.6946,30.2898,29.5977,29.6293,29.0248,28.5678,27.2126,25.061
3/23/2020,70.2361,63.9911,60.1746,58.1682,56.1492,54.2566,52.2143,48.6066,45.0286,64.0131,57.185,53.5669,51.6337,49.7598,47.7552,45.933,42.2277,37.7879,57.7899,51.5274,48.2111,46.5264,44.8564,43.0809,41.2727,37.9125,33.0257,47.9949,42.869,40.2195,38.9072,37.5885,36.2423,34.8852,32.2443,27.9151,39.3822,35.5335,33.8146,32.8972,31.7475,30.2845,29.4532,27.6042,24.6402,34.9256,31.7815,30.2765,29.5162,28.6485,27.6544,26.9163,25.4837,23.1281,32.5737,29.8465,28.5717,27.9216,27.3671,26.7339,26.1517,25.0427,23.2136
3/24/2020,71.0388,62.8543,58.3758,56.4601,54.6356,52.9038,51.2757,48.5961,46.5404,60.6205,53.4562,49.8554,48.0491,46.4148,44.9614,43.5723,41.2863,38.89,53.3356,46.9409,43.7832,42.2893,40.8872,39.5816,38.3586,36.2982,33.9235,42.959,38.0897,35.7025,34.5365,33.4581,32.3685,31.3051,29.4605,27.1115,34.3366,30.8438,29.1861,28.3345,27.6254,26.8928,26.167,24.8607,23.3403,30.3979,27.4937,26.0898,25.4183,25.0044,24.4042,23.8351,22.8478,21.5489,28.5534,25.9563,24.7263,24.1665,24.0707,23.586,23.1158,22.2887,21.1826
3/25/2020,74.8123,66.5984,62.0043,59.6293,57.8384,56.1885,54.0074,49.9078,44.1248,64.0326,57.0035,53.3172,51.4225,49.7567,48.2191,46.5265,43.1125,37.7213,56.3215,50.2391,47.1068,45.4164,44.0636,42.7184,41.2507,38.2916,33.6672,45.6318,40.7752,38.3238,37.0859,36.459,35.3576,34.322,32.0884,28.8121,35.8569,32.4913,30.8493,30.0549,29.8549,29.3779,28.7347,27.2934,25.4279,31.6007,28.7342,27.4392,26.7836,26.7019,26.1391,25.5431,24.348,22.9796,29.2357,26.8206,25.6763,25.1279,25.0593,24.6182,24.138,23.2552,22.0866
3/26/2020,74.7223,63.9938,58.3081,55.4663,53.1404,50.321,47.4833,42.1181,36.8583,61.6542,53.6715,49.5716,47.4926,45.4572,43.3664,41.3419,37.3321,31.6648,53.4275,46.7995,43.4135,41.7422,40.0781,38.4606,36.8115,33.5592,28.7037,42.9536,38.1069,35.644,34.4455,33.1701,31.9857,30.842,28.6037,25.1091,34.6302,31.0353,29.3348,28.5024,27.7383,26.9484,26.1942,24.8131,23.8344,30.3172,27.4135,26.0337,25.408,24.6882,24.0317,23.4133,22.3851,20.7291,28.0679,25.4897,24.3507,23.85,23.2832,22.7206,22.2181,21.3479,20.1435
3/27/2020,78.0638,68.2902,62.8788,60.0382,57.1803,54.3117,51.3402,45.4022,37.9536,66.9077,58.9718,54.7277,52.534,50.3256,48.0602,45.7586,41.1465,33.3083,58.45,51.6062,48.0323,46.1786,44.3799,42.6308,40.7833,37.0165,30.3123,46.7099,41.7048,39.0819,37.787,36.5225,35.2517,33.9684,31.4045,26.6982,37.3647,33.7929,31.9724,31.1161,30.3582,29.9785,29.1355,27.4301,25.4926,32.8697,29.9461,28.5012,27.7724,27.1209,26.5741,25.8975,24.7106,22.512,30.1575,27.644,26.3363,25.7355,25.173,24.8703,24.3064,23.342,21.478
3/30/2020,70.9029,60.4715,54.761,51.7885,49.0078,46.0685,43.0177,37.3917,33.9032,61.4489,53.3862,48.972,46.744,44.7544,42.47,40.1471,35.5617,29.2678,54.8191,47.9278,44.2296,42.3607,40.7053,38.8528,37.0253,33.1969,26.9971,44.7388,39.6809,37.1051,35.7603,34.5336,33.2708,31.9943,29.3784,24.623,36.4134,32.8409,31.0458,30.1545,29.8502,28.967,28.0909,26.3809,25.9875,32.2965,29.2715,27.8702,27.1695,26.6982,26.071,25.3786,24.0932,21.7332,29.8225,27.1961,25.9146,25.2844,25.0895,24.4791,23.933,22.9211,21.0781
3/31/2020,67.5885,57.3433,51.6752,48.6802,45.3788,41.8428,38.6057,32.466,30.562,58.2459,50.7695,46.5295,44.2696,41.8309,39.2174,36.8147,31.8803,25.8296,52.5505,46.2011,42.6209,40.7445,38.819,36.7692,34.7869,30.6757,24.2146,44.3283,39.5759,36.987,35.6777,34.3693,32.8288,31.4712,28.7545,23.5673,36.5852,33.1432,31.3845,30.5005,29.7021,29.0466,28.1874,26.488,25.6898,32.6278,29.6793,28.3065,27.6041,26.8955,26.1608,25.5372,24.2017,21.6887,29.9415,27.4672,26.268,25.6888,25.092,24.4308,23.8812,22.8396,20.9076
4/1/2020,69.925,62.3102,57.7269,55.1768,52.4298,49.3823,46.2881,40.0992,34.1137,61.5148,55.4353,51.8197,49.8941,47.7329,45.4104,43.0983,38.161,30.1471,56.0152,50.7678,47.6897,46.0291,44.231,42.2351,40.2595,36.1958,28.525,47.5438,43.2867,40.8923,39.6582,38.3777,37.01,35.6443,32.887,27.4134,39.0941,35.7982,34.0279,32.9715,32.4757,31.7766,30.995,29.0685,26.4052,35.2561,32.5126,31.0511,30.3551,29.6499,28.9273,28.2167,26.7646,23.8556,32.4291,29.985,28.7058,28.1026,27.4716,26.8739,26.3133,25.1753,22.7884
4/2/2020,64.2893,56.2997,51.3963,48.6124,46.0033,43.2666,39.9051,33.57,31.3916,57.2343,51.0262,47.2741,45.16,43.0943,40.9557,38.4163,33.257,26.8576,52.595,47.2656,44.0521,42.3542,40.6256,38.7734,36.7216,32.5087,25.6041,44.8968,40.666,38.3033,37.0595,36.044,35.0736,33.7057,30.9462,25.6204,37.1323,33.8303,32.1015,31.2157,31.1441,31.2367,30.3001,28.3235,25.2708,33.5413,30.7523,29.2814,28.5707,27.9145,27.9116,27.1908,25.7512,23.0737,31.1128,28.5956,27.3408,26.7149,26.1495,26.1246,25.5523,24.4072,22.2327
4/3/2020,59.2307,51.7002,47.0322,44.3623,42.0797,39.1923,36.0444,30.6606,30.7408,53.6696,48.0784,44.5391,42.5622,40.4978,38.326,35.9665,31.3019,26.5904,49.8793,45.0239,42.0194,40.4098,38.6936,36.8642,34.9048,31.0264,25.4374,43.4493,39.5448,37.2809,36.0824,34.974,33.9544,32.6365,30.1536,25.3449,36.3205,33.219,31.5961,30.7618,30.4512,30.518,29.6488,27.9526,24.7767,33.0028,30.2829,28.9367,28.2442,27.9845,27.4397,26.7481,25.4289,23.0057,30.6375,28.2352,27.0424,26.4514,26.1084,25.6165,25.0516,23.9721,21.9933
4/6/2020,59.6218,50.1621,44.6392,41.6469,38.5344,35.4808,32.6013,28.3801,29.8368,52.6358,45.3799,41.1549,38.9661,36.5811,34.1578,31.8499,27.6887,25.0144,48.7188,42.5828,39.0477,37.1566,35.1535,33.1865,31.2913,27.6217,23.6661,42.0827,37.5152,34.9665,33.6743,32.3217,30.9779,29.6822,27.1658,22.8992,35.0285,31.6397,29.8792,28.99,28.3668,27.9842,27.111,25.371,24.2482,31.7263,28.8535,27.3531,26.5935,25.8407,25.1042,24.4851,23.1385,20.7616,29.6007,27.0532,25.7912,25.1725,24.4455,23.6314,23.0809,22.0291,20.1638
4/7/2020,59.8745,51.1924,46.1198,43.3326,40.981,38.1029,35.2431,30.3692,29.9786,53.5389,46.4447,42.2993,40.1468,37.8942,35.5372,33.2395,28.9039,24.9839,49.7738,43.5638,40.0169,38.1268,36.1926,34.2527,32.3636,28.5961,23.8136,42.808,38.1602,35.5995,34.3,32.8792,31.5292,30.2107,27.5932,22.9814,35.5882,32.2162,30.4368,29.5643,28.7369,27.8769,26.9916,25.2837,22.0528,32.1517,29.2385,27.7574,27.0376,26.1542,25.1856,24.4987,23.1962,20.723,29.897,27.3254,26.0722,25.4667,24.5913,23.5427,23.008,21.9605,20.0387
4/8/2020,57.7058,48.737,43.5022,40.6714,37.759,34.8627,32.1046,27.6872,28.3222,51.5652,44.4656,40.2801,38.1061,35.9131,33.6337,31.4117,27.1839,23.9842,48.3133,42.1152,38.6282,36.7066,34.878,32.9595,31.0753,27.4387,23.0932,41.9648,37.3192,34.772,33.488,32.0223,30.7077,29.4081,26.7821,22.2236,34.9257,31.5558,29.836,28.9729,28.2288,27.3667,26.4974,24.7698,21.5004,31.396,28.552,27.0838,26.3542,25.3596,24.6441,23.9795,22.4052,20.2715,29.2219,26.7104,25.4558,24.8515,23.7696,23.1513,22.601,21.3047,19.6698
4/9/2020,55.1516,46.9786,42.0367,39.3275,36.6013,33.8357,31.1933,27.1585,28.1315,50.182,43.4103,39.4152,37.1913,35.094,32.8775,30.6529,26.6528,25.0459,47.2364,41.1894,37.7092,35.8608,34.1223,32.2795,30.3929,26.8611,22.8689,41.2698,36.6299,34.095,32.7887,31.5551,30.2789,28.971,26.2797,21.7245,34.5062,31.1642,29.4347,28.5509,27.7001,26.8453,25.9734,24.2498,21.0227,30.9058,28.0371,26.5828,25.8419,25.0007,24.2064,23.5416,22.2743,19.8676,28.7596,26.22,24.9604,24.354,23.4894,22.703,22.1597,21.1247,19.2272
4/10/2020,55.1516,46.9786,42.0367,39.3275,36.6013,33.8357,31.1933,27.1585,28.1315,50.182,43.4103,39.4152,37.1913,35.094,32.8775,30.6529,26.6528,25.0459,47.2364,41.1894,37.7092,35.8608,34.1223,32.2795,30.3929,26.8611,22.8689,41.2698,36.6299,34.095,32.7887,31.5551,30.2789,28.971,26.2797,21.7245,34.5062,31.1642,29.4347,28.5509,27.7001,26.8453,25.9734,24.2498,21.0227,30.9058,28.0371,26.5828,25.8419,25.0007,24.2064,23.5416,22.2743,19.8676,28.7596,26.22,24.9604,24.354,23.4894,22.703,22.1597,21.1247,19.2272
4/13/2020,54.0743,46.5685,41.9451,39.367,36.8316,34.028,31.4738,27.2445,27.8449,49.6629,43.2758,39.4118,37.3476,35.1598,33.0092,30.894,26.9063,23.9246,46.8607,41.1116,37.7452,36.03,34.2174,32.4202,30.6468,27.2408,23.1555,41.1149,36.6582,34.1969,32.9217,31.6911,30.4421,29.1671,26.5571,22.0273,34.634,31.2773,29.5637,28.6965,27.9461,27.1821,26.3187,24.5955,21.3501,31.0329,28.1866,26.726,26.0018,25.3446,24.6885,24.0192,22.7167,20.2693,28.8314,26.3141,25.043,24.4228,23.8219,23.2416,22.688,21.6295,19.6724
4/14/2020,51.6279,43.0551,38.211,35.7024,33.0478,30.4187,28.2254,25.1239,25.8183,46.5298,39.7686,35.8708,33.8439,31.6538,29.5202,27.5265,24.2081,22.8121,44.0541,38.121,34.6999,32.9857,31.1807,29.4134,27.7196,24.5943,21.7097,39.3565,34.7304,32.1839,30.876,29.5726,28.3306,27.0457,24.4448,20.2329,33.5784,30.1003,28.3074,27.4251,26.5424,25.7897,24.8986,23.1328,19.8457,30.1122,27.1655,25.6318,24.9264,24.1402,23.5365,22.8356,21.5258,19.0489,27.9884,25.4152,24.0888,23.4852,22.8236,22.2907,21.7149,20.6541,18.6678
4/15/2020,54.4341,46.0519,41.2586,38.5813,35.9447,33.3829,30.4559,26.4459,27.4139,49.2743,42.6705,38.7215,36.6137,34.615,32.2839,30.0641,26.1419,23.2442,46.6412,40.8223,37.3365,35.6506,33.766,32.0827,30.2138,26.7333,22.6202,41.3228,36.7967,34.2855,32.9935,31.7088,30.4177,29.0795,26.3948,21.5994,35.1283,31.7488,29.9666,29.0685,28.2063,27.4026,26.4947,24.6799,21.1392,31.3703,28.5082,27.04,26.3101,25.5836,24.8679,24.1773,22.8058,20.1678,29.098,26.551,25.2753,24.6493,24.0703,23.4321,22.8664,21.7549,19.6622
4/16/2020,53.5517,45.7984,40.7828,38.0817,35.2187,32.3415,29.8035,25.5712,26.6472,49.0008,42.5806,38.6114,36.6681,34.3234,32.2143,29.8637,25.7795,23.079,46.4799,40.7305,37.398,35.7618,33.8308,32.0179,30.1191,26.595,22.4719,41.5015,37.0005,34.5063,33.2219,31.8431,30.5141,29.1816,26.45,21.6403,35.3289,31.965,30.2062,29.3002,28.4192,27.5118,26.5803,24.7592,21.2364,31.6566,28.8036,27.316,26.5838,25.7522,25.0469,24.3578,22.9778,20.3287,29.3548,26.8298,25.5272,24.9093,24.2086,23.6167,23.051,21.9396,19.8459
4/17/2020,51.642,42.9699,37.9412,35.2198,32.338,29.6187,27.0308,23.4866,25.7193,47.3073,40.5221,36.4814,34.3779,32.0905,29.8832,27.6706,23.8532,22.1169,44.9295,38.8939,35.5392,33.7396,31.9123,30.0888,28.2522,24.788,21.3841,40.1997,35.5267,32.9725,31.6704,30.3686,29.1144,27.7668,25.0348,20.4819,34.4602,30.9827,29.1549,28.2283,27.3362,26.6691,25.7366,23.9052,20.3291,30.9694,28.0274,26.5262,25.7843,25.0562,24.4883,23.7627,22.3883,19.6962,28.8049,26.2057,24.9039,24.2694,23.6519,23.1593,22.6178,21.489,19.3313
4/20/2020,57.096,48.6589,43.6624,40.8647,37.9284,34.8503,31.7122,26.4439,26.3327,51.6883,45.1302,41.1096,38.8201,36.5665,34.265,31.8803,27.2489,23.3495,48.656,42.6636,39.2398,37.5178,35.6055,33.7396,31.7948,27.9351,23.0586,42.7395,38.1609,35.6475,34.3539,33.0519,31.6802,30.3052,27.498,22.4024,36.1241,32.6533,30.9002,29.9985,29.1563,28.2967,27.3706,25.4739,21.7212,32.1562,29.2662,27.7881,27.0503,26.3063,25.5814,24.9496,23.5049,20.665,29.7299,27.1646,25.8617,25.215,24.6221,24.0352,23.5004,22.3066,20.0675
4/21/2020,57.5076,50.1256,45.8648,43.4757,40.7113,37.8443,34.8537,29.4767,27.5467,53.0723,47.072,43.4026,41.4975,39.1447,36.9778,34.6356,30.1887,24.719,50.4736,44.9842,41.7113,40.0645,38.2604,36.4107,34.4763,30.6417,24.7888,44.6953,40.3271,37.8934,36.6268,35.3722,34.0564,32.6604,29.804,24.2431,37.8017,34.4698,32.6981,31.7904,31.0049,30.1658,29.2191,27.2848,23.3881,33.5863,30.7693,29.302,28.5712,27.9057,27.2258,26.4919,25.031,22.0795,30.9186,28.4232,27.1483,26.5217,25.9742,25.4206,24.8167,23.6291,21.2995
4/22/2020,55.3337,47.2989,42.4733,39.8279,36.8308,33.7201,30.6254,25.4109,25.9816,50.8903,44.3256,40.3803,38.316,35.9123,33.5777,31.1788,26.4997,22.7131,48.4747,42.6066,39.2182,37.4963,35.5113,33.5563,31.5926,27.6076,22.6068,43.4244,38.9024,36.3946,35.08,33.6694,32.3085,30.8664,27.974,22.563,37.1545,33.7517,31.9466,31.0206,30.0379,29.088,28.1369,26.1996,22.4007,33.077,30.2037,28.7395,28.0038,27.1895,26.4349,25.6962,24.2057,21.3091,30.47,27.9524,26.6915,26.0625,25.3845,24.7574,24.1472,22.9266,20.5859
4/23/2020,54.5441,46.5037,41.741,39.0487,36.1632,33.1526,30.1283,25.2763,26.0551,50.4621,43.9557,40.0623,37.9029,35.6909,33.388,31.0463,26.4965,22.7789,48.3823,42.5399,39.1166,37.385,35.4928,33.6097,31.5974,27.6646,22.7515,43.4906,38.9793,36.4902,35.1879,33.8459,32.4709,31.0721,28.1827,22.8597,37.3221,33.8844,32.0601,31.1429,30.2104,29.2544,28.2989,26.3444,22.5644,33.2902,30.4078,28.933,28.1977,27.4053,26.6342,25.8955,24.4074,21.5135,30.6943,28.1725,26.9055,26.2785,25.5958,24.9505,24.3397,23.1231,20.7866
4/24/2020,49.0343,40.8808,36.1003,33.3515,30.5321,27.7346,25.1617,22.0923,24.4954,46.8712,40.3719,36.3678,34.2098,32.0099,29.9236,27.6856,23.9978,22.2865,45.5328,39.5196,36.0826,34.2379,32.4732,30.6291,28.7635,25.2163,21.8245,41.5671,36.8729,34.2959,32.9652,31.6587,30.3488,28.9675,26.1902,21.4384,35.972,32.4467,30.6017,29.6624,28.8295,28.0063,27.0422,25.1007,21.4263,32.2998,29.338,27.8345,27.083,26.3719,25.6758,24.9334,23.4496,20.6491,29.9234,27.3359,26.0432,25.4025,24.7916,24.1982,23.5859,22.3742,20.1021
4/27/2020,47.3127,38.3801,33.228,30.3334,27.3895,24.5956,22.2453,20.3418,24.4934,44.4736,37.7162,33.6485,31.4673,29.2663,27.1084,25.0194,21.8625,21.5885,43.2643,37.1267,33.6064,31.7701,29.8674,27.9511,26.1591,22.8972,20.667,39.7949,35.024,32.3901,31.0289,29.6461,28.3011,26.9083,24.1372,19.9381,34.7758,31.1818,29.3036,28.3493,27.361,26.2935,25.3351,23.4337,19.961,31.3252,28.3127,26.7945,26.0315,25.2859,24.4167,23.6788,22.1814,19.5507,29.1278,26.506,25.2067,24.5605,23.9391,23.2658,22.6596,21.4445,19.2976
4/28/2020,48.2156,39.1965,34.0022,31.0364,28.0394,25.0344,22.3437,19.8354,24.6322,44.8983,38.0434,33.9134,31.6627,29.3422,27.0124,24.7744,21.2692,20.8515,43.3424,37.1384,33.6111,31.7282,29.793,27.8056,25.923,22.4824,19.9982,39.6971,34.9231,32.3065,30.9375,29.5232,28.1085,26.6908,23.8753,19.4989,34.4133,30.8045,28.884,27.8926,27.0119,26.017,25.024,23.0672,19.5318,31.0234,27.9948,26.4501,25.6678,24.8725,24.1056,23.3506,21.8493,19.0969,28.8579,26.2723,24.9667,24.3156,23.6851,23.0636,22.3525,21.1942,18.9556
4/29/2020,47.0056,37.114,31.5748,28.462,25.4106,22.776,20.6952,19.4362,24.6323,42.9845,35.8085,31.5206,29.2475,26.9704,24.7167,22.7537,19.9896,20.4595,41.3235,35.0059,31.4015,29.5162,27.5573,25.6426,23.8344,20.8809,19.2178,38.0308,33.1816,30.5215,29.1396,27.7706,26.3728,24.9566,22.1987,18.2671,33.2371,29.5721,27.641,26.6508,25.8609,24.9106,23.9211,21.965,18.5089,30.1132,27.0662,25.5201,24.7398,24.0642,23.3223,22.5702,21.1076,18.4404,28.0882,25.4439,24.1252,23.4727,22.9371,22.3359,21.7258,20.5464,18.3956
4/30/2020,48.9821,39.7574,34.3259,31.3077,28.1566,25.0497,22.5205,20.7211,25.6637,44.7193,37.6818,33.4387,31.1825,28.8045,26.4374,24.1984,21.0201,21.0561,42.8708,36.5611,32.9529,31.0711,29.0998,27.12,25.1916,21.9228,19.9629,39.2558,34.4058,31.7302,30.3318,28.9004,27.4481,25.9992,23.1542,19.0579,34.4735,30.8599,28.9997,28.0443,26.572,25.2529,24.2808,22.3477,18.8563,31.052,28.0233,26.5407,25.7984,24.5606,23.4534,22.7236,21.2488,18.5693,28.8371,26.2369,24.9656,24.341,23.3197,22.4796,21.8208,20.5549,18.5113
5/1/2020,49.4471,41.558,37.0963,34.4352,31.4435,28.2059,24.8222,20.6154,24.4129,46.8951,40.4994,36.7101,34.567,32.2763,29.8272,27.3389,22.94,21.6432,45.036,39.2094,35.8434,34.0456,32.1472,30.0611,28.0242,24.0668,20.6244,41.1713,36.5543,33.9847,32.6293,31.1803,29.8853,28.4161,25.4099,20.3573,35.7695,32.2123,30.3239,29.3597,28.3725,27.3719,26.388,24.348,20.5513,32.2025,29.1744,27.6433,26.8912,26.1063,25.3013,24.5379,22.9929,20.1706,29.9151,27.2991,26.0267,25.4014,24.7469,24.0922,23.4958,22.2927,19.9234
5/4/2020,48.7767,40.7045,36.2606,33.6391,30.7248,27.5565,24.4942,21.1968,25.1703,45.5173,39.2302,35.4743,33.3637,31.1415,28.7792,26.4347,22.5113,21.7748,44.0326,38.2746,34.9329,33.1027,31.198,29.2114,27.1931,23.3961,20.4678,40.7978,36.126,33.5216,32.1454,30.6911,29.253,27.8028,24.8391,20.0047,35.5681,31.931,30.0408,29.0797,27.9098,26.7699,25.7747,23.7708,20.0857,32.0734,29.0086,27.4666,26.6917,25.7283,24.8171,24.0464,22.5203,19.686,29.7738,27.1873,25.8979,25.2518,24.4422,23.6915,23.0679,21.8364,19.5214
5/5/2020,47.1628,39.049,34.5499,31.9077,29.0428,25.9361,23.0282,20.2914,24.5112,44.0405,37.6783,33.9848,31.8857,29.7343,27.395,25.1327,21.4904,21.1185,42.6571,36.9432,33.6008,31.8362,29.9788,28.0185,26.0822,22.4627,19.93,39.7714,35.1966,32.6096,31.264,29.9054,28.5119,27.0657,24.1401,19.5182,34.7925,31.3402,29.4465,28.4861,27.5271,26.4795,25.4859,23.5281,19.7862,31.5582,28.5576,27.0267,26.2612,25.5022,24.7445,23.8343,22.3632,19.5546,29.4675,26.8523,25.5624,24.9242,24.2772,23.657,22.9509,21.772,19.5378
5/6/2020,47.3297,39.5273,35.2252,32.6754,29.7218,26.6296,23.6354,20.4936,24.4147,44.284,38.1018,34.455,32.4274,30.1717,27.8347,25.528,21.7598,21.1471,42.8887,37.2789,34.0051,32.2458,30.3009,28.365,26.3785,22.697,19.9501,40.0194,35.4937,32.9554,31.6367,30.2479,28.7993,27.376,24.4475,19.7294,35.2457,31.7092,29.8529,28.8961,27.707,26.6764,25.6937,23.703,20.0299,31.9457,28.9061,27.442,26.6284,25.7443,24.8746,24.1768,22.6347,19.7932,29.771,27.156,25.9115,25.2468,24.5302,23.8438,23.273,22.0539,19.8022
5/7/2020,45.532,37.283,32.8355,30.2005,27.2314,24.1299,21.4484,19.3841,23.7593,43.0337,36.5874,32.8541,30.7709,28.5025,26.1492,23.9374,20.6173,20.7266,41.524,35.8476,32.5239,30.7796,28.8783,26.8231,24.8763,21.4132,19.4301,39.04,34.4488,31.8658,30.516,29.1407,27.7123,26.2733,23.3525,18.9075,34.3607,30.7425,28.8452,27.8725,26.962,26.0783,25.081,23.0806,19.4388,31.1971,28.0974,26.5548,25.7789,25.0839,24.4333,23.6677,22.0926,19.2825,29.1404,26.4887,25.1885,24.5412,23.9921,23.487,22.8774,21.6389,19.4169
5/8/2020,42.5437,33.1296,28.1979,25.4706,22.683,20.0529,18.126,17.8623,22.5318,40.7496,33.751,29.7387,27.6219,25.4044,23.2098,21.2195,18.8773,19.8988,39.3081,33.276,29.8644,28.0795,26.1648,24.2447,22.3951,19.4414,18.5005,37.2905,32.5463,29.9165,28.5492,27.143,25.7047,24.2816,21.4374,17.6196,33.1109,29.4223,27.4811,26.4825,25.5647,24.6952,23.6874,21.7153,18.237,30.1541,27.0311,25.4664,24.6811,23.9603,23.2783,22.5092,21.026,18.2923,28.2953,25.623,24.3099,23.6614,23.0809,22.5466,21.9761,20.762,18.6081
5/11/2020,42.9757,33.8052,28.7932,25.9912,23.0179,20.3349,18.406,18.1333,23.0134,39.8629,32.9143,28.881,26.7458,24.4758,22.3034,20.4596,18.2478,19.6521,38.434,32.3722,28.9287,27.0999,25.2054,23.3131,21.4839,18.6773,18.1491,36.8035,31.946,29.2828,27.9014,26.4821,25.0213,23.5697,20.7011,17.0367,32.7892,29.0338,27.0719,26.0648,25.043,23.9648,22.9623,20.9345,17.4407,29.8922,26.7291,25.1522,24.3569,23.5565,22.7142,21.9454,20.467,17.7704,28.0237,25.3309,24.0092,23.354,22.713,22.0813,21.47,20.303,18.1824
5/12/2020,47.7579,38.5723,33.6616,30.9069,28.0177,25.1697,22.5496,20.0926,23.3604,43.6256,36.4156,32.3066,30.1956,27.9857,25.8505,23.6892,20.408,20.3428,41.5487,35.2668,31.8363,30.0363,28.1562,26.3403,24.3438,20.9511,18.9558,38.8159,33.9324,31.317,29.9184,28.5654,27.1624,25.7056,22.7315,18.2968,34.1424,30.4315,28.4984,27.5184,26.3791,25.2856,24.2941,22.2897,18.6594,30.9453,27.794,26.2605,25.4728,24.6092,23.7856,23.0295,21.5676,18.7649,28.8488,26.168,24.8809,24.2437,23.5458,22.8828,22.277,21.1126,18.9215
5/13/2020,49.457,40.731,36.3125,33.7981,31.0922,28.11,25.0664,21.0888,24.4731,45.7927,38.6982,34.7524,32.6909,30.4907,28.2237,25.9606,21.8269,20.7536,43.663,37.3986,34.0795,32.2663,30.3917,28.4486,26.4155,22.5385,19.3727,40.5999,35.7856,33.157,31.7819,30.3364,28.8923,27.4358,24.4045,19.188,35.2529,31.5262,29.5788,28.5868,27.6807,26.721,25.7044,23.6232,19.7015,31.8062,28.6379,27.0691,26.2885,25.7138,24.8509,24.0839,22.5205,19.6035,29.5389,26.8481,25.5351,24.8849,24.4147,23.7584,23.145,21.9061,19.6301
