Dates,30DAY_IMPVOL_80%MNY_DF,30DAY_IMPVOL_90.0%MNY_DF,30DAY_IMPVOL_95.0%MNY_DF,30DAY_IMPVOL_97.5%MNY_DF,30DAY_IMPVOL_100.0%MNY_DF,30DAY_IMPVOL_102.5%MNY_DF,30DAY_IMPVOL_105.0%MNY_DF,30DAY_IMPVOL_110.0%MNY_DF,30DAY_IMPVOL_120%MNY_DF,60DAY_IMPVOL_80%MNY_DF,60DAY_IMPVOL_90.0%MNY_DF,60DAY_IMPVOL_95.0%MNY_DF,60DAY_IMPVOL_97.5%MNY_DF,60DAY_IMPVOL_100.0%MNY_DF,60DAY_IMPVOL_102.5%MNY_DF,60DAY_IMPVOL_105.0%MNY_DF,60DAY_IMPVOL_110.0%MNY_DF,60DAY_IMPVOL_120%MNY_DF,3MTH_IMPVOL_80%MNY_DF,3MTH_IMPVOL_90.0%MNY_DF,3MTH_IMPVOL_95.0%MNY_DF,3MTH_IMPVOL_97.5%MNY_DF,3MTH_IMPVOL_100.0%MNY_DF,3MTH_IMPVOL_102.5%MNY_DF,3MTH_IMPVOL_105.0%MNY_DF,3MTH_IMPVOL_110.0%MNY_DF,3MTH_IMPVOL_120%MNY_DF,6MTH_IMPVOL_80%MNY_DF,6MTH_IMPVOL_90.0%MNY_DF,6MTH_IMPVOL_95.0%MNY_DF,6MTH_IMPVOL_97.5%MNY_DF,6MTH_IMPVOL_100.0%MNY_DF,6MTH_IMPVOL_102.5%MNY_DF,6MTH_IMPVOL_105.0%MNY_DF,6MTH_IMPVOL_110.0%MNY_DF,6MTH_IMPVOL_120%MNY_DF,12MTH_IMPVOL_80%MNY_DF,12MTH_IMPVOL_90.0%MNY_DF,12MTH_IMPVOL_95.0%MNY_DF,12MTH_IMPVOL_97.5%MNY_DF,12MTH_IMPVOL_100.0%MNY_DF,12MTH_IMPVOL_102.5%MNY_DF,12MTH_IMPVOL_105.0%MNY_DF,12MTH_IMPVOL_110.0%MNY_DF,12MTH_IMPVOL_120%MNY_DF,18MTH_IMPVOL_80%MNY_DF,18MTH_IMPVOL_90.0%MNY_DF,18MTH_IMPVOL_95.0%MNY_DF,18MTH_IMPVOL_97.5%MNY_DF,18MTH_IMPVOL_100.0%MNY_DF,18MTH_IMPVOL_102.5%MNY_DF,18MTH_IMPVOL_105.0%MNY_DF,18MTH_IMPVOL_110.0%MNY_DF,18MTH_IMPVOL_120%MNY_DF,24MTH_IMPVOL_80%MNY_DF,24MTH_IMPVOL_90.0%MNY_DF,24MTH_IMPVOL_95.0%MNY_DF,24MTH_IMPVOL_97.5%MNY_DF,24MTH_IMPVOL_100.0%MNY_DF,24MTH_IMPVOL_102.5%MNY_DF,24MTH_IMPVOL_105.0%MNY_DF,24MTH_IMPVOL_110.0%MNY_DF,24MTH_IMPVOL_120%MNY_DF
4/1/2016,31.4422,20.4818,15.7749,13.5518,11.1926,8.7991,8.668,12.3428,13.0078,26.5925,19.4415,16.0189,14.2065,12.2212,10.1965,8.6133,10.1679,11.635,26.1421,19.9456,16.8431,15.198,13.4466,11.6716,9.9704,9.5051,12.055,24.5899,19.8428,17.4437,16.2033,14.926,13.6648,12.4024,10.221,9.9604,23.3601,19.8113,17.9994,17.0753,16.1522,15.2126,14.2831,12.5551,10.1802,22.9254,19.9883,18.5193,17.7798,17.0278,16.2892,15.5546,14.1725,11.8507,22.6374,20.1359,18.9134,18.3122,17.681,17.0812,16.4947,15.3507,13.3202
4/4/2016,32.3816,21.0527,16.4633,14.4232,12.1854,9.7695,9.1445,12.4163,13.2117,27.3005,20.1152,16.8503,15.1179,13.2333,11.2011,9.5836,10.3255,13.1687,26.5295,20.4691,17.426,15.8205,14.141,12.3558,10.6431,9.7217,12.0596,24.9827,20.2713,17.8752,16.6493,15.3993,14.1263,12.8524,10.648,10.4456,23.6466,20.1066,18.3147,17.3977,16.4764,15.5443,14.6175,12.8522,10.4868,23.1402,20.2136,18.7481,18.015,17.2843,16.5471,15.8219,14.4108,12.0997,22.8203,20.33,19.1046,18.4937,17.8915,17.2888,16.7016,15.5572,13.54
4/5/2016,32.8637,22.0677,17.643,15.6324,13.4519,11.2138,9.7895,12.3206,12.3206,28.1957,21.348,18.0252,16.2139,14.3315,12.4393,10.6128,10.5347,11.846,27.6468,21.589,18.4849,16.8477,15.1555,13.365,11.6225,10.0493,11.4253,25.8075,21.0743,18.6513,17.3987,16.1475,14.881,13.5912,11.2675,10.789,24.2605,20.6852,18.8764,17.948,17.0925,16.158,15.2188,13.4242,10.9671,23.6422,20.6857,19.1993,18.4412,17.8348,17.0919,16.3427,14.9319,12.5537,23.2521,20.7511,19.504,18.8611,18.3484,17.7543,17.1416,15.9772,13.9185
4/6/2016,32.3115,20.9377,16.4275,14.4957,12.2162,9.9239,8.8714,11.5959,11.5959,27.3145,20.3546,16.9777,15.183,13.3107,11.2964,9.5087,10.1234,11.1488,26.8199,20.6934,17.531,15.8836,14.1843,12.4018,10.5996,9.5381,11.4297,25.1782,20.4202,18.0005,16.7559,15.5012,14.209,12.9107,10.6815,10.4373,23.8702,20.2717,18.4527,17.5157,16.5962,18.5635,14.7233,12.9699,10.6064,23.3492,20.3742,18.9054,18.1447,17.4264,24.6096,15.9572,14.5489,12.223,22.9935,20.4688,19.2367,18.6073,18.0355,17.4445,16.8486,15.6908,13.6485
4/7/2016,33.5882,22.963,18.5421,16.4382,14.1363,11.4923,9.7613,11.6225,11.797,28.9461,22.1242,18.6895,16.8762,14.8828,12.6971,10.719,10.1824,12.583,28.2948,22.1995,19.0501,17.3861,15.6128,13.6918,11.8102,9.8329,12.0666,26.3419,21.5815,19.1399,17.8779,16.5579,15.2273,13.9231,11.5224,10.4038,24.7194,21.1258,19.2961,18.3589,17.4231,16.4815,15.5461,13.7703,11.2266,24.0208,21.0515,19.5594,18.822,18.1273,17.4052,16.6766,15.2567,12.8713,23.5757,21.063,19.8167,19.1972,18.6367,18.0572,17.4823,16.3173,14.2314
4/8/2016,33.211,22.2815,17.7483,15.6201,13.3155,10.6509,9.027,11.533,11.533,28.3585,21.5296,18.102,16.2572,14.2732,12.0721,10.0498,9.9681,11.4779,27.7854,21.7048,18.5333,16.866,15.1032,13.1977,11.2494,9.4799,10.4144,26.0277,21.2539,18.8076,17.5283,16.2524,14.9302,13.5878,11.1819,10.2281,24.4995,20.8969,19.068,18.1348,17.2105,16.2624,15.3229,13.545,11.098,23.8355,20.8712,19.3666,18.6088,17.902,17.1492,16.4183,15.0011,12.6638,23.391,20.8728,19.6205,18.9936,18.4102,17.8069,17.2112,16.0525,14.016
4/11/2016,33.6288,22.7579,18.4746,16.3486,12.9192,11.6778,9.9052,12.4371,12.596,28.9177,22.0641,18.6554,16.8191,14.856,12.7975,10.7896,10.5145,12.8426,28.2577,22.1546,19.0101,17.3438,15.5781,13.7527,11.8148,9.7253,11.4409,26.3164,21.5813,19.1455,17.8787,16.6383,15.3464,14.0061,11.5069,10.4402,24.7383,21.1585,19.3388,18.4236,17.4816,16.5395,15.5962,13.8016,11.2601,24.0092,21.0596,19.5891,18.8468,18.0866,17.3316,16.6,15.1881,12.8142,23.5343,21.039,19.8136,19.2024,18.5648,17.953,17.3637,16.2116,14.1914
4/12/2016,32.9883,21.7899,17.2643,15.1051,12.757,10.3286,9.0735,12.2326,12.5526,28.1694,21.2288,17.7874,15.9262,13.897,11.78,9.8195,10.0731,12.4068,27.5394,21.3629,18.1815,16.4926,14.7225,12.8391,10.8839,9.5246,10.3087,25.7461,21.0078,18.5633,17.2904,16.0067,14.6968,13.3306,10.8616,10.1605,24.2784,20.7027,18.8804,17.9492,17.0113,16.0716,15.1298,13.3407,10.8408,23.5995,20.6612,19.1896,18.4434,17.706,16.9576,16.2206,14.797,12.4358,23.1327,20.64,19.4155,18.8004,18.1952,17.5933,16.9999,15.8557,13.8085
4/13/2016,32.4806,21.1574,16.2913,14.0309,11.631,9.3626,9.165,13.3205,13.7919,27.728,20.395,16.8966,15.0268,13.0226,10.9748,9.2735,10.5185,12.8175,26.8542,20.5821,17.3798,15.7137,13.9518,12.0921,10.2518,9.6476,11.0989,25.1706,20.4209,17.9868,16.7188,15.4328,14.1264,12.7644,10.4096,10.1462,23.846,20.2667,18.4325,17.5024,16.5681,15.6459,14.7046,12.9296,10.4147,23.1982,20.2646,18.7567,18.0239,17.2863,16.5903,15.8452,14.4266,12.0168,22.7618,20.2679,19.0073,18.3995,17.8077,17.2779,16.6722,15.4955,13.4119
4/14/2016,32.1439,21.1634,16.2534,13.9953,11.533,9.2244,9.2434,13.3149,13.7367,27.7371,20.4108,16.8633,14.968,12.9241,10.8828,9.4529,10.7781,13.6776,26.9488,20.5774,17.3469,15.6711,13.8704,11.9832,10.2406,9.9268,11.5766,25.1795,20.4041,17.9615,16.7027,15.401,14.0801,12.7421,10.5057,10.7005,23.858,20.2756,18.4491,17.5204,16.5731,15.6153,14.687,12.9439,10.555,23.2156,20.2673,18.7894,18.0472,17.2899,16.5398,15.817,14.4124,12.0369,22.7909,20.2876,19.0537,18.4344,17.82,17.2199,16.6237,15.4642,13.4015
4/15/2016,32.0653,21.0695,16.1921,13.909,11.4163,9.2367,9.2138,13.1004,15.4663,27.661,20.3286,16.6676,14.8124,12.7594,10.8326,9.4052,10.7352,13.6425,26.8902,20.4604,17.1719,15.4672,13.6798,11.9425,10.1714,10.0465,13.9382,25.0859,20.2828,17.8413,16.5469,15.2699,14.0448,12.6993,10.5161,11.0664,23.8004,20.1858,18.3468,17.4175,16.4877,15.6257,14.689,12.9341,10.5902,23.1677,20.1804,18.6991,17.96,17.2308,16.587,15.8466,14.4163,12.0849,22.7389,20.2101,18.9771,18.3509,17.7612,17.251,16.6418,15.4623,13.3958
4/18/2016,32.0829,20.8706,15.8428,13.595,11.1215,9.001,9.4206,13.3383,13.798,27.3829,19.9211,16.3067,14.439,12.3984,10.4384,9.2766,11.0331,15.0331,26.1774,19.8914,16.6894,15.0135,13.2354,11.4162,9.8742,10.2182,12.5866,24.508,19.7745,17.3542,16.1201,14.8384,13.5323,12.2423,10.334,11.2988,23.4167,19.8519,18.0325,17.1099,16.143,15.1958,14.2728,12.5959,10.5696,22.9148,19.9791,18.5014,17.7617,16.9379,16.1906,15.4603,14.0751,11.8992,22.5356,20.036,18.7989,18.1953,17.5392,16.9327,16.3511,15.1779,13.2126
4/19/2016,32.2441,20.5927,15.7593,13.493,11.0693,9.0902,9.4376,13.6375,20.5428,27.2468,19.8477,16.2423,14.3928,12.4255,10.5523,9.4279,11.5042,16.0333,25.9984,19.7591,16.5811,14.9146,13.1333,11.396,9.9068,10.4777,14.102,24.4263,19.6646,17.2469,15.9983,14.7141,13.4445,12.1663,10.4025,11.5941,23.3106,19.7407,17.9247,16.989,16.0499,15.1535,14.2302,12.5553,10.7135,22.8422,19.8872,18.4031,17.6532,16.8925,16.1595,15.4306,14.0444,11.8801,22.562,20.0586,18.8235,18.211,17.5863,16.8267,16.236,15.0848,13.1002
4/20/2016,29.7873,20.526,15.8086,13.5086,11.2188,9.2384,9.8587,14.1024,16.489,27.5302,20.0732,16.4236,14.5741,12.599,10.7035,9.6839,11.7322,15.3332,26.2285,19.9077,16.7074,15.0472,13.2772,11.484,10.1267,10.6566,13.9458,24.6337,19.8185,17.356,16.11,14.829,13.5021,12.2808,10.6849,11.9205,23.4826,19.8773,18.0585,17.1383,16.1963,15.1929,14.3049,12.6925,11.0245,22.9509,19.9911,18.4971,17.7511,16.9957,16.1875,15.4718,14.1288,12.0906,22.5994,20.0857,18.8577,18.2207,17.5913,16.9099,16.3226,15.1943,13.2936
4/21/2016,30.5626,21,16.3735,14.14,11.7748,9.8035,9.7176,13.4137,15.9953,27.9174,20.7361,17.072,15.2034,13.2107,11.3658,10.1563,11.7831,16.6492,26.704,20.4641,17.2372,15.5524,13.7772,12.0077,10.5618,10.6241,13.5153,25.0944,20.2773,17.8182,16.5485,15.2554,13.967,12.7408,10.976,11.7892,23.8701,20.2591,18.4322,17.5176,16.5583,15.6058,14.7036,13.0599,11.2187,23.397,20.4441,18.9639,18.226,17.3719,16.5583,15.8395,14.4719,12.3415,23.0369,20.526,19.2848,18.6633,17.9409,17.2628,16.6804,15.5408,13.5752
4/22/2016,30.1469,20.3532,15.7438,13.5327,11.261,9.2766,9.3327,13.104,14.208,27.4891,20.2487,16.6325,14.7862,12.8582,11.0161,9.8029,11.6247,16.0692,26.1697,20.0558,16.868,15.1873,13.4519,11.7268,10.2557,10.4618,13.5168,24.7765,20.0234,17.5917,16.3412,15.0704,13.829,12.587,10.8238,11.8064,23.725,20.1483,18.3441,17.4172,16.5104,15.6051,14.6855,13.0663,11.1881,23.2351,20.2903,18.8115,18.0619,17.3511,16.6386,15.9099,14.5354,12.392,22.8849,20.3895,19.1438,18.523,17.9467,17.3655,16.7647,15.6087,13.6332
4/25/2016,31.5075,21.2542,16.6006,14.3634,12.04,9.9657,9.6691,13.4813,15.6565,28.1613,20.8681,17.2646,15.3708,13.4306,11.5181,10.2356,11.6505,16.6005,26.7394,20.4947,17.2884,15.6313,13.8705,12.0691,10.5569,10.5723,14.4307,25.0494,20.2734,17.8322,16.5815,15.3376,14.0563,12.8275,11.0035,11.7901,23.8963,20.3101,18.5045,17.5827,16.6881,15.7992,14.9025,13.2494,11.2924,23.3799,20.4371,18.9676,18.221,17.5225,16.825,16.1007,14.7304,12.5564,23.0426,20.5334,19.2833,18.6487,18.0909,17.5534,16.9319,15.7816,13.8033
4/26/2016,31.3555,21.0702,16.4776,14.2607,11.9541,9.9256,9.8054,13.8265,15.2747,27.7654,20.5814,16.9569,15.0785,13.1909,11.3498,10.069,11.5565,16.1425,26.4666,20.2438,17.0413,15.3831,13.6624,11.8866,10.3708,10.4825,14.2588,24.8724,20.0992,17.6799,16.4275,15.1533,13.8313,12.6064,10.8375,11.6396,23.759,20.1731,18.3716,17.4583,16.5179,15.5939,14.6954,13.0713,11.1829,23.22,20.2583,18.7774,18.0321,17.3981,16.7181,15.9837,14.6096,12.491,22.915,20.3957,19.1562,18.5289,17.9597,17.3833,16.7842,15.6255,13.6681
4/27/2016,31.4279,20.8358,16.1818,14.0278,11.8104,9.835,9.897,13.8591,15.5389,27.6029,20.3252,16.7583,14.9475,13.0581,11.2271,9.9992,11.5483,15.9064,26.2694,20.0329,16.884,15.2369,13.5088,11.7533,10.258,10.4212,14.191,24.677,19.9156,17.5306,16.2842,15.042,13.7863,12.5653,10.7794,11.4796,23.5921,20.0126,18.2265,17.3008,16.5096,15.6148,14.7143,13.0767,11.1705,23.1237,20.1723,18.6946,17.9607,17.3869,16.6774,15.9424,14.5667,12.436,22.8101,20.2969,19.0512,18.4272,17.9807,17.4016,16.7947,15.6368,13.6704
4/28/2016,32.5152,22.1598,17.5319,15.2511,12.9275,10.7027,9.9698,13.6752,16.0872,28.5971,21.3677,17.8013,15.9519,14.0277,12.1009,10.5416,11.3092,15.8379,27.2101,21.0112,17.8129,16.1332,14.4123,12.6354,10.9309,10.3783,14.1623,25.3623,20.6144,18.1909,16.947,15.6666,14.3591,13.1106,11.1352,11.4778,24.0559,20.4838,18.6985,17.7829,16.8696,15.9411,15.0563,13.3944,11.2081,23.4275,20.4921,19.0313,18.2977,17.5731,16.9014,16.1883,14.8212,12.6091,23.0504,20.5418,19.31,18.6665,18.068,17.5762,16.9887,15.8348,13.8313
4/29/2016,32.5466,22.6222,18.085,15.7433,13.2908,10.863,9.7725,12.7934,15.1047,29.2094,22.0085,18.4426,16.5619,14.5148,12.4565,10.7483,11.1352,15.2892,27.8628,21.577,18.3852,16.694,14.9234,13.0469,11.2698,10.2091,13.3036,25.84,21.0778,18.6488,17.3934,16.0828,14.7886,13.5278,11.4963,11.3478,24.408,20.8404,19.0319,18.1204,17.1693,16.2313,15.3227,13.6318,11.4716,23.7232,20.767,19.2929,18.5511,17.8111,17.0887,16.3625,14.9713,12.7263,23.3088,20.7219,19.5019,18.913,18.2865,17.6797,17.0433,15.9264,13.9068
5/2/2016,31.5631,21.5938,16.9767,14.6969,12.2421,10.0026,9.3429,12.8253,13.2575,28.5992,21.2554,17.6533,15.7624,13.7356,11.7356,10.1177,11.211,14.8304,27.2316,20.8711,17.6628,15.9871,14.228,12.4493,10.7472,10.241,13.8203,25.2726,20.4835,18.049,16.7912,15.5244,14.2775,13.0113,10.9437,11.3658,24.0681,20.4547,18.6353,17.7149,16.7974,15.8776,14.9639,13.2935,11.1564,23.4476,20.4751,18.9966,18.257,17.5082,16.8083,16.0757,14.6782,12.4623,23.0859,20.547,19.3049,18.6892,18.0591,17.4434,16.8434,15.678,13.6767
5/3/2016,32.43,22.3334,17.9138,15.7143,13.3962,11.0046,9.8757,12.7453,13.717,29.1258,21.94,18.4176,16.6011,14.6381,12.5971,10.8046,11.222,15.264,27.8133,21.5999,18.4393,16.7764,15.0283,13.1915,11.4243,10.3454,13.4922,25.8347,21.0858,18.666,17.403,16.1265,14.8289,13.544,11.3786,11.4213,24.4995,20.8672,19.0395,18.128,17.2231,16.3188,15.4075,13.6974,11.509,23.7871,20.8299,19.3147,18.574,17.8711,17.1877,16.4436,15.0344,12.7836,23.3486,20.8244,19.5517,18.922,18.3465,17.789,17.184,15.996,13.9769
5/4/2016,32.789,22.5819,18.3414,16.258,14.0642,11.7861,10.4937,12.8893,14.5555,29.1147,22.3342,18.7991,17.0531,15.1789,13.1299,11.4272,11.612,15.1234,27.9534,21.8825,18.7969,17.1824,15.5201,13.7112,12.0353,10.5837,13.6043,26.1237,21.399,19.0145,17.7846,16.5365,15.2234,13.9726,11.8462,11.6186,24.6538,21.1064,19.3022,18.3839,17.4703,16.6416,15.7307,14.0195,11.7679,23.9488,21.2074,19.5154,18.7704,17.8912,17.565,16.7714,15.2737,12.9865,23.5087,21.1794,19.8166,19.116,18.5004,18.0727,17.4773,16.2135,14.1569
5/5/2016,32.415,22.2753,18.0907,16.0869,13.9125,11.6269,10.3327,12.7157,14.5214,29.2798,22.5025,19.3349,17.7182,15.9973,12.4949,10.9818,11.2252,13.8545,27.9917,21.8744,18.8414,17.2562,15.5847,13.7673,12.0622,10.6987,13.6658,26.1329,21.4187,19.037,17.8193,16.5498,15.2776,14.0195,11.8623,11.5498,24.7607,21.1956,19.4073,18.5123,17.6033,16.6252,15.7308,14.026,11.8008,24.0827,21.1245,19.6731,18.9481,18.2123,17.3572,16.6472,15.2541,13.0106,23.668,21.1748,19.9593,19.3275,18.7352,17.8666,17.2809,16.1501,14.1367
5/6/2016,31.5839,21.2961,17.1362,15.1538,12.9692,10.8112,9.8048,12.3559,13.3942,28.661,21.8046,18.6723,17.0514,14.9321,11.8862,10.384,10.9949,13.6084,27.3088,21.2401,18.2327,16.6553,15.0502,13.3482,11.6159,10.462,13.3978,25.7343,21.0526,18.679,17.4548,16.2121,14.9705,13.718,11.6044,11.4548,24.4995,20.9335,19.1486,18.2365,17.349,16.4992,15.5932,13.8994,11.7435,23.8219,20.8635,19.4013,18.6497,17.9573,17.3271,16.5948,15.1884,12.9762,23.398,20.8783,19.6234,18.9941,18.4208,17.9263,17.3328,16.1638,14.1216
5/9/2016,31.2913,21.1654,16.9014,14.9803,12.7049,10.3876,9.5882,12.3086,12.7221,28.1181,21.0648,17.8322,16.1247,14.2358,12.2276,10.4951,11.0452,13.8526,27.0268,21.0395,18.0837,16.5011,14.8042,13.0568,11.3122,10.1963,13.3375,25.4942,20.8501,18.4933,17.2805,16.0377,14.7704,13.5232,11.3728,11.352,24.2882,20.7587,18.9809,18.0869,17.2026,16.336,15.439,13.7457,11.6401,23.6575,20.7369,19.2717,18.539,17.8347,17.1581,16.4448,15.0529,12.8939,23.2836,20.777,19.5376,18.9237,18.3492,17.8116,17.218,16.0692,14.0615
5/10/2016,30.778,20.3416,15.9938,13.8604,11.6603,9.528,9.8016,13.776,15.3541,27.4064,20.3376,16.9986,15.2195,13.298,11.3479,9.8763,11.417,14.8432,26.2803,20.2675,17.2763,15.6832,13.9955,12.2246,10.5159,10.1464,12.6828,24.937,20.2674,17.8798,16.6511,15.3734,14.0846,12.8387,10.7983,11.341,23.8985,20.3519,18.5714,17.6681,16.7481,15.7999,14.8954,13.2236,11.2182,23.3686,20.4463,18.9572,18.238,17.4629,16.6838,15.9735,14.6107,12.471,23.0179,20.5231,19.269,18.6603,18.0375,17.4342,16.8447,15.6951,13.7655
5/11/2016,31.3619,21.3199,16.9611,14.9808,12.7928,10.5448,9.9282,13.2114,16.0123,27.9453,21.2067,17.949,16.2161,14.323,12.2939,10.481,11.1351,14.4369,26.9342,21.0917,18.1612,16.5281,14.8672,13.0768,11.3059,10.2167,13.4057,25.4047,20.8259,18.4347,17.2172,15.9659,14.6941,13.4272,11.2534,11.1659,24.2837,20.7181,18.9341,18.0109,17.2849,16.3053,15.3631,13.5706,11.5064,23.7353,20.7128,19.3053,18.3535,17.8738,17.2357,16.4648,15.0753,12.7383,23.3794,20.8141,19.6099,18.83,18.3674,17.8765,17.262,16.0782,14.0156
5/12/2016,31.5113,21.0868,16.7496,14.7707,12.6332,10.3565,9.5243,12.5951,14.4399,27.6882,21.0064,17.7057,15.9613,14.0792,12.0849,10.1862,10.472,13.3541,26.6839,20.9035,17.9324,16.3478,14.6878,12.9146,11.1005,9.6448,12.9641,25.289,20.6842,18.288,17.0614,15.8362,14.5859,13.2994,11.0605,10.8003,24.1543,20.6188,18.828,17.9346,17.036,16.1235,15.211,13.4895,11.3723,23.5528,20.6088,19.1505,18.423,17.6632,16.9729,16.255,14.8503,12.6296,23.1812,20.6633,19.4611,18.8457,18.2249,17.6608,17.0853,15.9062,13.9176
5/13/2016,31.8051,21.7087,17.5182,15.5468,13.2639,10.8864,9.8228,12.7859,14.3795,28.1544,21.5447,18.309,16.6238,14.6777,12.5803,10.6175,10.4163,13.8235,27.1865,21.4648,18.4993,16.9229,15.2154,13.4279,11.6004,9.5222,11.2077,25.7123,21.1206,18.7591,17.528,16.1795,14.8881,13.604,11.2345,10.4885,24.422,20.8811,19.1006,18.1907,17.2633,16.3383,15.4109,13.6595,11.394,23.6982,20.7673,19.308,18.5918,17.8524,17.1281,16.3979,14.988,12.7157,23.3172,20.817,19.5845,18.9826,18.3548,17.7595,17.1669,15.9981,13.9831
5/16/2016,31.2287,21.5131,17.2381,15.11,12.7696,10.4253,9.6011,12.7239,15.4585,27.7653,21.1366,17.7992,16.0207,14.047,11.9041,9.889,10.2499,12.8909,26.7489,20.9752,17.9772,16.3686,14.6537,12.8409,10.9675,9.4253,10.4591,25.2752,20.6646,18.2868,17.0573,15.7935,14.4988,13.2094,10.8234,10.4657,24.0515,20.5488,18.7833,17.8723,16.972,16.0524,15.1394,13.3935,11.1419,23.4503,20.5394,19.0966,18.3701,17.6172,16.8869,16.1665,14.7897,12.5394,23.1043,20.6117,19.3909,18.7828,18.1831,17.5935,16.9993,15.8583,13.8349
5/17/2016,32.1458,22.3737,17.9833,15.9063,13.6447,11.3895,10.2295,12.5597,14.5806,28.6005,21.7937,18.4921,16.7419,14.7928,12.6623,10.7305,10.042,13.8207,27.4132,21.5896,18.5966,17.0163,15.2837,13.4804,11.6603,9.5116,11.0274,25.7951,21.2007,18.8315,17.6023,16.3009,15.0049,13.7136,11.291,10.4303,24.4701,20.977,19.2167,18.3244,17.3366,16.4032,15.4879,13.7273,11.3164,23.7801,20.8702,19.4374,18.7071,17.9076,17.1797,16.4602,15.0653,12.7501,23.399,20.8956,19.6733,19.0684,18.4291,17.8339,17.2405,16.0882,14.0295
5/18/2016,32.2198,22.6256,18.3854,16.3541,14.1066,11.7029,10.1928,13.0248,16.5343,28.5975,21.9332,18.6603,16.8884,14.9957,12.9074,10.8919,9.9719,13.9252,27.4718,21.683,18.7011,17.1046,15.4021,13.605,11.7418,9.4372,11.5427,25.8412,21.2511,18.8983,17.6462,16.3762,15.0795,13.7723,11.2765,10.087,24.5112,21.0179,19.2605,18.3712,17.3221,16.394,15.4843,13.7229,11.251,23.7886,20.9047,19.4491,18.7356,17.8321,17.1165,16.3802,15.0033,12.6894,23.362,20.8832,19.6585,19.0555,18.2993,17.707,17.119,15.972,13.9564
5/19/2016,33.1855,23.1074,18.7615,16.7151,14.4884,12.21,10.5415,12.9356,15.3728,29.0839,22.2142,18.8953,17.135,15.2495,13.2153,11.2015,9.9816,12.7902,27.8136,22.0175,19.0207,17.415,15.6995,13.9133,12.0489,9.3379,12.0772,26.1475,21.535,19.1738,17.9403,16.6811,15.3964,14.0808,11.5506,10.2581,24.7097,21.1874,19.4232,18.5151,17.6694,16.7874,15.8672,14.058,11.3806,23.9225,21.0092,19.5542,18.8412,18.1921,17.4955,16.7558,15.3376,12.8711,23.4274,20.9248,19.6835,19.0672,18.6176,18.1078,17.5052,16.3218,14.1947
5/20/2016,32.2372,21.8756,17.6535,15.6497,13.4132,11.0009,9.7506,12.7377,13.9617,27.9901,21.2784,18.0116,16.2738,14.3712,12.312,10.3439,10.3596,14.6441,26.9215,21.2136,18.2436,16.6768,14.9954,13.218,11.4074,9.8222,12.2758,25.7005,21.0966,18.7305,17.5193,16.2653,14.9909,13.7085,11.3304,10.5643,24.4902,20.9915,19.2397,18.3486,17.4394,16.5167,15.6015,13.8526,11.3485,23.8008,20.9134,19.4633,18.7616,18.0407,17.2888,16.5775,15.1744,12.8296,23.4143,20.9559,19.7437,19.1559,18.5462,17.8322,17.2511,16.1065,14.0639
5/23/2016,32.461,22.2965,18.2655,16.2384,14.0647,11.6722,10.2035,12.8644,14.1701,28.0459,21.3575,18.0992,16.3951,14.5591,12.5198,10.4848,10.114,13.9886,26.9683,21.2233,18.3211,16.7764,15.1274,13.3612,11.5844,9.7322,12.1948,25.7177,21.1542,18.8017,17.5837,16.3389,15.0749,13.7956,11.4209,10.4269,24.506,21.0263,19.2851,18.3983,17.4853,16.5711,15.661,13.935,11.3899,23.8208,20.9258,19.4934,18.7785,18.0295,17.3295,16.6116,15.2362,12.877,23.3673,20.893,19.677,19.0761,18.5254,17.946,17.3619,16.2245,14.1637
5/24/2016,31.7872,21.4597,17.057,14.9554,12.5838,10.1902,9.4126,12.9499,13.6452,27.479,20.3664,16.9064,15.0902,13.1507,11.038,9.1873,10.4057,12.873,26.1824,20.2389,17.2096,15.6051,13.9023,12.1302,10.3749,9.5815,12.298,24.9314,20.2879,17.925,16.7031,15.4394,14.1739,12.8955,10.5875,10.3225,23.9106,20.3976,18.6284,17.7352,16.8395,15.9355,15.047,13.3373,10.9032,23.3468,20.4285,18.9822,18.2775,17.5416,16.8289,16.1266,14.7554,12.4467,22.9945,20.5092,19.2924,18.7019,18.0956,17.5212,16.9455,15.8086,13.751
5/25/2016,31.6211,20.9078,16.2461,14.0918,11.9755,9.6904,9.4089,13.4997,15.0182,27.5023,19.9249,16.349,14.5091,12.7064,10.6674,9.0488,10.6443,14.5414,26.015,19.8765,16.7894,15.1532,13.5149,11.7955,10.1166,9.7579,12.1792,24.6408,19.9612,17.581,16.3393,15.1348,13.8739,12.6047,10.4237,10.3437,23.661,20.2066,18.3291,17.6087,16.641,15.6648,14.9046,13.1866,10.8085,23.1554,20.2014,18.8656,18.2428,17.3494,16.5838,15.8879,14.6396,12.2782,22.8118,20.2968,19.1327,18.5671,17.9011,17.3759,16.8006,15.6369,13.5627
