h,VAR(1),VAR(15)
1,0.8960297940279542,2.463539334029146
14,5.576950707426172,10.415710601845888
30,7.130132618525684,10.86816804408445
90,9.151723166123729,14.635828056215543
180,11.742579155754273,21.72047748141018
365,16.420173720779985,28.82966311453141
